RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ChurnProbability,ChurnProbabilityPct,RiskSegment
5317,15780386,Ferri,654,Spain,Male,40,5,105683.63,1,1,0,173617.09,0,0.4115588089645241,41.16,Medium Risk
5318,15791114,Yegorova,700,France,Male,37,1,135179.49,1,1,0,160670.37,0,0.26623046692251456,26.62,Low Risk
5319,15708046,Knowles,744,Spain,Male,31,0,117551.23,1,1,0,158958.9,0,0.3023659927694852,30.24,Medium Risk
5320,15719779,May,645,Germany,Male,25,1,157404.02,2,1,0,93073.04,0,0.15046083395651558,15.05,Low Risk
5321,15591550,Bianchi,525,Spain,Male,36,3,77910.23,1,1,0,67238.01,0,0.3362174438790285,33.62,Medium Risk
5322,15639368,Pipes,732,France,Male,25,0,110942.9,1,0,0,172576.56,0,0.19062849682533856,19.06,Low Risk
5323,15699830,Doherty,721,France,Female,40,7,0.0,2,1,1,122580.48,0,0.17356761995004452,17.36,Low Risk
5324,15569264,Yobanna,622,France,Male,32,5,179305.09,1,1,1,149043.78,0,0.19205488858207706,19.21,Low Risk
5325,15595158,Hsu,654,Germany,Male,31,5,150593.59,2,1,1,105218.45,0,0.11638709577951069,11.64,Low Risk
5326,15599126,Russell,529,France,Female,43,0,123815.86,1,1,1,78463.99,1,0.4983952325804851,49.84,Medium Risk
5327,15650575,Payne,720,Spain,Female,59,6,0.0,2,1,1,160849.43,1,0.3850690995556972,38.51,Medium Risk
5328,15641490,Windsor,850,Germany,Female,25,8,69385.17,2,1,0,87834.24,0,0.12121292594671641,12.12,Low Risk
5329,15680234,Bray,667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0,0.3663686496178037,36.64,Medium Risk
5330,15592230,Seleznyov,620,France,Male,41,3,0.0,2,1,1,137309.06,0,0.06331488148780631,6.33,Low Risk
5331,15626212,Wark,616,France,Male,29,9,0.0,1,1,1,166984.44,0,0.22540987518348166,22.54,Low Risk
5332,15700627,Y?,637,Germany,Female,46,2,143500.82,1,1,0,166996.46,1,0.9235386168320016,92.35,High Risk
5333,15782641,Brown,710,Spain,Female,29,3,119670.18,1,1,0,188022.44,0,0.3054500170370475,30.55,Medium Risk
5334,15784445,Huang,717,Spain,Male,33,1,99106.73,1,0,0,194467.23,0,0.2280414268835968,22.8,Low Risk
5335,15813681,Zito,786,Germany,Male,24,2,120135.55,2,1,1,125449.47,0,0.13042653824274833,13.04,Low Risk
5336,15596649,Bailey,651,France,Female,39,8,0.0,1,1,0,137452.57,0,0.5073106356758337,50.73,Medium Risk
5337,15700460,Allnutt,530,France,Female,55,4,120905.03,1,0,1,123475.88,1,0.6224455306056654,62.24,High Risk
5338,15724076,Christie,815,Spain,Female,57,5,0.0,3,0,0,38941.44,1,0.89240335240631,89.24,High Risk
5339,15784000,Pope,715,Germany,Female,34,9,102277.52,1,0,0,177852.57,1,0.6784280224122581,67.84,High Risk
5340,15733966,Johnstone,496,Germany,Female,55,4,125292.53,1,1,1,31532.96,1,0.821404291965023,82.14,High Risk
5341,15612667,Bird,680,Spain,Male,42,0,0.0,1,1,0,136377.21,0,0.5723217214238092,57.23,Medium Risk
5342,15654025,Jones,646,France,Female,51,4,101629.3,1,0,0,130541.1,0,0.8139526892848479,81.4,High Risk
5343,15589431,Pedder,807,Germany,Male,47,1,171937.27,1,1,1,65636.92,0,0.46962183860364415,46.96,Medium Risk
5344,15578238,Calabrese,727,France,Male,47,7,0.0,2,1,0,193305.35,0,0.19639818523795374,19.64,Low Risk
5345,15566269,Chialuka,787,France,Male,25,5,0.0,2,1,0,47307.9,0,0.038908808428457356,3.89,Low Risk
5346,15639217,McKenzie,806,France,Male,34,6,0.0,2,0,0,100809.99,0,0.06456328623822931,6.46,Low Risk
5347,15688644,Holloway,603,France,Male,31,1,129743.75,1,1,0,109145.2,0,0.19037369117905717,19.04,Low Risk
5348,15662426,Tang,649,Spain,Male,32,1,0.0,1,0,1,91167.19,1,0.39549013559036195,39.55,Medium Risk
5349,15720511,Byrne,547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1,0.6185293953536813,61.85,High Risk
5350,15567246,Selwyn,684,Germany,Male,32,3,102630.13,2,1,1,127433.47,0,0.13815035733754175,13.82,Low Risk
5351,15647965,Genovese,477,France,Female,57,9,114023.64,2,1,1,71167.17,1,0.4484435212804455,44.84,Medium Risk
5352,15679048,Koger,558,Germany,Male,41,2,124227.14,1,1,1,111184.67,0,0.6083985551474071,60.84,High Risk
5353,15675749,Baranov,695,France,Female,23,1,0.0,2,1,1,141756.32,0,0.10937149296977028,10.94,Low Risk
5354,15782181,Greco,592,Spain,Male,35,6,80285.16,1,1,0,72678.75,1,0.39081192714669744,39.08,Medium Risk
5355,15795738,Owens,789,France,Male,31,4,175477.15,1,1,1,172832.9,0,0.19553322577939777,19.55,Low Risk
5356,15773751,Y?,597,France,Female,29,1,132144.35,1,1,0,158086.33,0,0.2769900976786549,27.7,Low Risk
5357,15655436,Kendall,839,Germany,Male,47,2,136911.07,1,1,1,168184.62,1,0.7642649084345641,76.43,High Risk
5358,15691396,Ko,405,Germany,Male,31,5,133299.67,2,1,1,72950.14,0,0.20455498612088274,20.46,Low Risk
5359,15796958,Tang,658,France,Male,39,7,0.0,2,1,0,48378.4,0,0.061895424189582895,6.19,Low Risk
5360,15801832,Lombardo,684,Germany,Male,42,1,117691.0,1,1,1,23135.65,1,0.6639813479079646,66.4,High Risk
5361,15661349,Perkins,633,France,Male,35,10,0.0,2,1,0,65675.47,0,0.06591663986180361,6.59,Low Risk
5362,15719265,Feng,589,France,Male,46,9,0.0,2,1,0,170676.67,0,0.19861460624092875,19.86,Low Risk
5363,15779985,Lo,750,Germany,Female,37,1,133199.71,2,1,1,27366.77,0,0.26002024246517286,26.0,Low Risk
5364,15663410,Piccio,771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1,0.8101909820823083,81.02,High Risk
5365,15704144,Mazzanti,812,Germany,Male,33,2,127154.14,2,0,1,105383.49,0,0.12998044888710414,13.0,Low Risk
5366,15774104,Chukwualuka,539,Spain,Male,39,2,0.0,2,1,1,48189.94,0,0.05555947540811027,5.56,Low Risk
5367,15812230,Elliot,670,Germany,Female,42,5,49508.79,3,1,1,100324.01,0,0.7193853803908166,71.94,High Risk
5368,15742848,Gratton,673,France,Male,41,5,0.0,1,1,1,65657.29,0,0.3495156560290099,34.95,Medium Risk
5369,15745326,Carandini,538,France,Female,62,3,75051.49,1,0,0,17682.02,1,0.895840417402903,89.58,High Risk
5370,15674541,Robinson,575,Spain,Male,52,8,123925.23,1,0,0,111342.66,1,0.8445203574895483,84.45,High Risk
5371,15728564,Lo,682,France,Male,41,6,0.0,2,0,1,134158.09,1,0.08468660717634514,8.47,Low Risk
5372,15580701,Ma,712,France,Male,33,3,153819.58,1,1,0,79176.09,1,0.3210440757721865,32.1,Medium Risk
5373,15688973,Vinogradova,598,Spain,Female,39,5,0.0,2,1,1,83103.46,0,0.10328796205220706,10.33,Low Risk
5374,15709412,H?,776,Spain,Male,30,6,0.0,2,0,1,63908.86,0,0.04006662112326967,4.01,Low Risk
5375,15607753,Alexandrova,606,Spain,Female,23,10,70417.79,1,0,1,90896.04,0,0.2580825581778604,25.81,Low Risk
5376,15705352,Yang,686,Spain,Male,38,7,111484.88,1,1,1,76076.2,0,0.1314448538158806,13.14,Low Risk
5377,15602500,Maslova,850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0,0.12464413674470623,12.46,Low Risk
5378,15672437,Buccho,642,France,Male,72,1,160541.0,2,1,1,142223.94,0,0.17774955700917944,17.77,Low Risk
5379,15720968,Young,606,Germany,Male,27,2,130274.26,2,1,0,147533.09,0,0.14106191429568873,14.11,Low Risk
5380,15730796,Barker,627,France,Female,21,7,98993.02,1,1,1,169156.64,0,0.21673711857890376,21.67,Low Risk
5381,15768219,Sung,850,Spain,Male,36,0,0.0,2,1,0,141242.57,0,0.11445207679311405,11.45,Low Risk
5382,15663883,Hansen,850,Germany,Male,32,9,141827.33,2,1,1,149458.73,0,0.14827544218874614,14.83,Low Risk
5383,15589296,Brown,724,France,Female,40,6,110054.45,1,1,1,86950.72,0,0.2998319528530156,29.98,Low Risk
5384,15586425,Lo Duca,579,France,Male,28,4,0.0,2,1,1,176925.69,0,0.04863030622309232,4.86,Low Risk
5385,15679813,Ellis,727,Spain,Male,28,1,0.0,1,1,0,40357.39,0,0.2761399137612039,27.61,Low Risk
5386,15681410,Korff,813,Germany,Female,36,6,98088.09,1,0,1,26687.22,1,0.5447983973868358,54.48,Medium Risk
5387,15668283,Gardiner,642,France,Male,48,9,118317.27,4,0,0,78702.98,1,0.8722968023103547,87.23,High Risk
5388,15624072,Kiernan,669,Spain,Male,22,10,0.0,2,1,0,176163.74,0,0.06625300717153837,6.63,Low Risk
5389,15669664,Thompson,574,Germany,Male,54,1,99774.5,1,0,0,4896.11,1,0.9470307856196105,94.7,High Risk
5390,15682728,Mathews,774,France,Female,32,4,0.0,2,0,0,114899.13,0,0.0977891894386389,9.78,Low Risk
5391,15573851,Macrossan,735,France,Female,38,1,0.0,3,0,0,92220.12,1,0.6397006572766499,63.97,High Risk
5392,15733661,Illingworth,639,Spain,Female,27,8,133806.54,2,1,0,6251.3,0,0.21886456901158027,21.89,Low Risk
5393,15710012,Bowen,738,Spain,Male,44,2,0.0,2,1,0,43018.82,1,0.19415951534600664,19.42,Low Risk
5394,15763327,Craig,835,France,Male,32,8,124993.29,2,1,1,27548.06,0,0.09785971670836728,9.79,Low Risk
5395,15668853,Menhennitt,637,Spain,Female,44,0,157622.58,1,1,1,120454.2,0,0.48853320366786546,48.85,Medium Risk
5396,15639303,Moore,589,Germany,Male,48,5,126111.61,1,0,1,133961.19,0,0.7834799553938534,78.35,High Risk
5397,15691011,Shoebridge,591,France,Male,42,9,161651.37,2,1,1,131753.97,0,0.23373724638412222,23.37,Low Risk
5398,15638513,Palermo,723,France,Female,40,7,142856.95,2,0,0,38019.74,0,0.30207874107053245,30.21,Medium Risk
5399,15648933,Reilly,831,Germany,Male,44,3,111100.98,1,1,1,28144.07,1,0.8019240902036013,80.19,High Risk
5400,15628904,Bowen,733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0,0.09078708018838563,9.08,Low Risk
5401,15644788,Fyodorov,731,France,Female,30,5,0.0,2,1,0,189528.72,0,0.11383315103016213,11.38,Low Risk
5402,15598161,Clements,654,France,Male,47,10,0.0,2,1,0,170481.98,0,0.21362383388725728,21.36,Low Risk
5403,15745624,McKenzie,828,France,Male,37,4,0.0,2,1,0,94845.45,0,0.08128781647380823,8.13,Low Risk
5404,15733169,Craig,590,Spain,Male,22,7,125265.61,1,1,1,161253.08,0,0.16141891636304811,16.14,Low Risk
5405,15801417,Iloerika,657,France,Male,37,4,82500.28,1,1,1,115260.72,0,0.19043176369716303,19.04,Low Risk
5406,15592707,Dolgorukova,531,Germany,Female,64,2,175754.87,2,1,1,60721.4,0,0.34327127985750344,34.33,Medium Risk
5407,15593954,Eva,516,France,Female,47,6,109387.33,1,0,0,121365.45,0,0.7270213342756944,72.7,High Risk
5408,15714431,Yeh,561,France,Male,37,1,100443.36,2,0,1,101693.73,0,0.13593664956111068,13.59,Low Risk
5409,15638257,P'an,682,Spain,Female,54,0,83102.72,2,1,1,54132.93,0,0.41095437851964484,41.1,Medium Risk
5410,15690939,Howe,575,Spain,Male,28,7,0.0,1,1,1,10666.05,0,0.2856591080418726,28.57,Low Risk
5411,15723613,Jenkins,623,France,Female,28,4,0.0,2,1,0,41227.67,0,0.09039446704898706,9.04,Low Risk
5412,15813640,Shih,642,France,Female,40,7,0.0,2,1,0,10712.82,0,0.13876596937777683,13.88,Low Risk
5413,15707322,Nnamdi,779,France,Female,48,2,115290.27,1,0,0,98912.69,1,0.7645718101145631,76.46,High Risk
5414,15588918,Mitchell,671,France,Female,42,6,0.0,2,1,0,197202.48,0,0.2294689331206968,22.95,Low Risk
5415,15600357,Findlay,495,France,Female,40,1,140197.71,2,1,0,150720.39,0,0.3932189563598758,39.32,Medium Risk
5416,15747014,Pisani,850,France,Female,28,1,105245.34,1,0,1,74780.13,0,0.11161496257669964,11.16,Low Risk
5417,15809830,Belisario,630,France,Male,50,8,0.0,2,0,1,79377.45,0,0.2770442591834872,27.7,Low Risk
5418,15662245,Pomeroy,588,France,Male,32,1,0.0,2,1,1,8763.87,0,0.06871489039475728,6.87,Low Risk
5419,15651075,Ibrahimova,562,Germany,Male,35,3,142296.13,1,0,1,177112.7,0,0.3585523378464923,35.86,Medium Risk
5420,15594456,K?,740,Spain,Female,56,4,99097.33,1,1,1,85016.64,1,0.5632833190833653,56.33,Medium Risk
5421,15583462,Graham,695,France,Male,28,5,171069.39,2,1,1,88689.4,0,0.16582624153794537,16.58,Low Risk
5422,15757661,Trevisano,589,France,Female,39,7,0.0,2,0,0,95985.64,0,0.18628333590280158,18.63,Low Risk
5423,15729117,Trevisano,607,France,Female,31,1,102523.88,1,1,1,166792.71,0,0.20140325124102218,20.14,Low Risk
5424,15749671,K?,794,France,Male,35,6,0.0,2,1,1,68730.91,0,0.03744069595965511,3.74,Low Risk
5425,15566253,Manning,580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1,0.8570247278811735,85.7,High Risk
5426,15595153,Tucker,644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0,0.6200212532620888,62.0,High Risk
5427,15698572,Schaffer,636,Spain,Female,36,1,0.0,1,1,0,43134.58,0,0.46794282733381964,46.79,Medium Risk
5428,15674149,Esomchi,599,Germany,Male,36,3,128960.21,2,1,1,40318.33,0,0.14329672901088591,14.33,Low Risk
5429,15623082,Ch'ang,507,France,Female,35,2,0.0,2,1,0,97633.93,0,0.18244964861198748,18.24,Low Risk
5430,15797905,Walker,682,France,Female,48,7,0.0,2,1,0,65069.03,0,0.3688609248406324,36.89,Medium Risk
5431,15746028,Chu,714,France,Female,24,7,0.0,2,1,0,166335.0,0,0.1153251207710985,11.53,Low Risk
5432,15582951,Crawford,696,France,Female,25,8,126442.59,1,1,0,121904.44,0,0.2744392091718945,27.44,Low Risk
5433,15616471,Milne,599,Spain,Male,51,0,0.0,1,1,1,175235.99,0,0.5885283623810638,58.85,Medium Risk
5434,15641575,Anenechukwu,577,France,Male,37,2,127261.35,1,1,0,56185.05,0,0.2682912086454706,26.83,Low Risk
5435,15638803,Donaldson,733,Spain,Female,32,5,0.0,2,1,0,131625.14,0,0.08683864938461126,8.68,Low Risk
5436,15808283,Kelly,647,France,Female,33,4,0.0,1,1,0,152323.04,0,0.46170547552778013,46.17,Medium Risk
5437,15811200,Ts'ao,831,France,Female,34,2,0.0,2,0,0,165840.94,0,0.12034211921148978,12.03,Low Risk
5438,15733476,Gonzalez,543,Germany,Male,30,6,73481.05,1,1,1,176692.65,0,0.14948194953032817,14.95,Low Risk
5439,15633274,Tai,679,France,Male,34,7,160515.37,1,1,0,121904.14,0,0.26928839507233227,26.93,Low Risk
5440,15582168,Muravyova,713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0,0.6614446180001725,66.14,High Risk
5441,15807269,Milanesi,690,Germany,Male,43,2,166522.78,1,0,0,119644.59,1,0.7382283381750506,73.82,High Risk
5442,15602979,Lin,751,France,Male,29,1,135536.5,1,1,0,66825.33,0,0.2546163481917178,25.46,Low Risk
5443,15660417,Lambert,613,Germany,Female,43,10,120481.69,1,0,0,94875.03,1,0.8768584906874274,87.69,High Risk
5444,15590199,Temple,701,Spain,Male,28,1,103421.32,1,0,1,76304.73,0,0.11137021674320685,11.14,Low Risk
5445,15641794,Ridley,698,France,Male,33,5,135658.73,2,0,1,39755.0,0,0.1258722157956518,12.59,Low Risk
5446,15779174,Young,451,France,Female,36,2,0.0,2,1,1,180142.42,0,0.1413317459384618,14.13,Low Risk
5447,15785547,Slye,665,France,Male,28,8,191402.82,2,1,0,83238.4,0,0.27357488518137774,27.36,Low Risk
5448,15795124,Pan,726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0,0.6771848947851486,67.72,High Risk
5449,15718912,Hsueh,608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1,0.8340557583919974,83.41,High Risk
5450,15592028,Roberts,549,France,Female,46,7,0.0,1,1,1,109057.56,0,0.5991746143613657,59.92,Medium Risk
5451,15580227,Moss,803,France,Male,33,6,0.0,2,1,0,115676.61,0,0.06273051769748897,6.27,Low Risk
5452,15657830,Andrews,663,France,Male,43,4,87624.03,2,1,0,149401.33,0,0.30580265876707796,30.58,Medium Risk
5453,15798256,Takasuka,558,France,Female,45,1,153697.53,2,0,0,89891.4,1,0.6785702217637747,67.86,High Risk
5454,15643819,Dawson,714,France,Female,25,4,0.0,2,0,0,82500.84,0,0.08836104225206337,8.84,Low Risk
5455,15754301,Bruche,704,France,Male,39,5,0.0,1,1,0,6416.92,0,0.34200798856387477,34.2,Medium Risk
5456,15726855,Oliver,805,Germany,Female,45,9,116585.97,1,1,0,189428.75,1,0.8750487039231556,87.5,High Risk
5457,15755225,Ryan,659,Germany,Male,34,9,134464.58,2,1,0,178833.34,0,0.17137759863738458,17.14,Low Risk
5458,15725221,Sabbatini,738,Germany,Male,62,10,83008.31,1,1,1,42766.03,0,0.5027648448225069,50.28,Medium Risk
5459,15789055,Watt,635,Spain,Male,35,2,113635.16,1,1,0,90883.12,0,0.2555164456221088,25.55,Low Risk
5460,15617507,Wilson,530,Spain,Female,36,7,0.0,2,1,0,80619.09,0,0.10230692745667484,10.23,Low Risk
5461,15668894,Abramova,661,Germany,Male,41,5,122552.48,2,0,1,120646.4,0,0.234861999992672,23.49,Low Risk
5462,15589563,Purdy,531,Spain,Male,31,2,118899.45,2,0,0,41409.36,0,0.12198596621814313,12.2,Low Risk
5463,15693162,Higgins,694,France,Female,29,5,99713.87,1,0,0,112317.89,0,0.3154767050090702,31.55,Medium Risk
5464,15750099,Marshall,731,France,Female,36,6,0.0,1,0,0,152128.36,0,0.4382258316033175,43.82,Medium Risk
5465,15795540,Reye,556,France,Female,36,2,134208.22,1,0,1,177670.57,0,0.3029458562454936,30.29,Medium Risk
5466,15794941,Chibueze,647,Germany,Female,41,1,85906.65,3,1,0,189159.97,0,0.7484755682493869,74.85,High Risk
5467,15611848,Kwemtochukwu,850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0,0.3080348862963839,30.8,Medium Risk
5468,15581237,Biryukova,573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0,0.18662927471640103,18.66,Low Risk
5469,15738150,Chidozie,591,France,Male,45,5,0.0,2,1,1,155492.87,0,0.1276735646102458,12.77,Low Risk
5470,15678571,Barber,723,France,Male,21,4,0.0,2,0,0,24847.02,0,0.05813921111932486,5.81,Low Risk
5471,15736124,Thompson,617,France,Male,25,1,102585.88,2,1,1,115387.4,0,0.1070920709941847,10.71,Low Risk
5472,15623202,Maslov,704,Germany,Female,39,10,102556.18,2,1,0,171971.25,1,0.520836603182176,52.08,Medium Risk
5473,15804201,Jones,457,Germany,Male,42,4,126772.57,1,0,1,126106.4,0,0.5738802559100256,57.39,Medium Risk
5474,15596863,Chidumaga,787,Germany,Female,38,3,158373.23,1,1,1,28228.35,0,0.3124586343201477,31.25,Medium Risk
5475,15696277,Hs?,651,France,Female,34,9,0.0,2,1,0,138113.71,0,0.09104181177514002,9.1,Low Risk
5476,15748608,Trentini,612,Germany,Male,42,5,141927.1,1,1,1,43018.98,0,0.5721514550169506,57.22,Medium Risk
5477,15723864,Lucas,828,Spain,Male,47,1,109876.82,2,1,0,83611.45,1,0.45510887283118534,45.51,Medium Risk
5478,15802390,Willoughby,724,France,Female,34,2,0.0,2,1,1,118863.38,0,0.09093837777222279,9.09,Low Risk
5479,15774336,Jamieson,648,Germany,Male,44,9,111369.79,2,1,1,91947.74,0,0.47183220807107223,47.18,Medium Risk
5480,15648766,Robertson,569,Spain,Male,35,3,116969.35,1,0,0,94488.82,0,0.25268797395642206,25.27,Low Risk
5481,15659094,Ojiofor,765,Germany,Female,34,8,136729.51,2,0,0,47058.21,0,0.21769862829394826,21.77,Low Risk
5482,15606397,Cameron,577,Germany,Female,44,1,152086.15,1,0,1,44719.5,1,0.7949597413489559,79.5,High Risk
5483,15642619,Mayne,603,Spain,Male,46,2,0.0,2,1,0,174478.54,0,0.17610310231430346,17.61,Low Risk
5484,15666032,Mancini,568,Spain,Male,28,1,127289.28,1,0,0,45611.51,0,0.26921772269135064,26.92,Low Risk
5485,15595842,Paramor,748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1,0.8503643212913672,85.04,High Risk
5486,15753837,Young,573,Spain,Male,38,4,0.0,2,1,1,196517.43,0,0.04670971786123583,4.67,Low Risk
5487,15783882,Daly,771,Spain,Female,41,5,0.0,2,0,1,92914.67,0,0.17035576089664556,17.04,Low Risk
5488,15799790,Carter,763,France,Male,35,9,0.0,1,1,1,31372.91,0,0.20782651991627882,20.78,Low Risk
5489,15628155,Dike,410,France,Female,35,7,117183.74,1,1,1,109733.73,0,0.2582227344883338,25.82,Low Risk
5490,15703778,Hughes,728,France,Male,33,8,129907.63,1,0,1,36083.96,0,0.11059980797502782,11.06,Low Risk
5491,15722322,Green,655,Spain,Female,78,2,0.0,2,0,1,188435.38,0,0.12845644266024622,12.85,Low Risk
5492,15639278,Chinomso,580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1,0.3869979646033261,38.7,Medium Risk
5493,15568487,Gorshkov,712,France,Male,35,7,124616.23,1,1,1,69320.97,0,0.13009610109097458,13.01,Low Risk
5494,15682084,Chinomso,680,France,Male,31,9,0.0,2,1,0,36145.53,0,0.04261996410496157,4.26,Low Risk
5495,15642821,Ijendu,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1,0.8437140768092537,84.37,High Risk
5496,15601387,Yen,721,France,Male,35,10,0.0,2,1,0,71594.26,0,0.06499734707678356,6.5,Low Risk
5497,15642515,Arcuri,620,France,Female,42,1,0.0,2,0,1,65565.92,0,0.21331008361597878,21.33,Low Risk
5498,15710421,Baresi,774,Spain,Female,36,8,117152.3,1,0,0,101828.39,0,0.2593988494723195,25.94,Low Risk
5499,15726774,Field,563,France,Male,35,3,106250.72,1,0,0,39546.32,0,0.20243538782147877,20.24,Low Risk
5500,15649078,Christian,850,Germany,Female,27,8,111837.78,2,1,1,110805.79,0,0.1764541827655761,17.65,Low Risk
5501,15641877,Ross,681,France,Male,47,9,97023.21,1,1,1,2168.13,0,0.43354258461095707,43.35,Medium Risk
5502,15796496,Trevisani,631,France,Female,31,8,137687.72,1,1,0,190067.12,0,0.29921703220584417,29.92,Low Risk
5503,15815690,Akabueze,614,Spain,Female,40,3,113348.5,1,1,1,77789.01,0,0.2687055266676264,26.87,Low Risk
5504,15631739,Dunn,704,Spain,Male,24,10,122109.78,1,1,1,127654.37,0,0.11117410518218837,11.12,Low Risk
5505,15625584,Martin,786,France,Male,32,2,120452.4,2,0,0,79602.86,0,0.12273654817345833,12.27,Low Risk
5506,15802466,Donaldson,534,France,Female,53,7,0.0,2,1,1,80619.17,0,0.2603155987238178,26.03,Low Risk
5507,15697028,McClinton,590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0,0.12597282055181816,12.6,Low Risk
5508,15575759,Bentley,583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1,0.6900730786947443,69.01,High Risk
5509,15567442,Ibezimako,656,France,Female,75,3,0.0,2,1,1,1276.87,0,0.08378405769291483,8.38,Low Risk
5510,15746805,Thomson,597,France,Male,33,9,0.0,2,1,0,49374.82,0,0.05113424943607259,5.11,Low Risk
5511,15636330,Ch'in,588,Germany,Female,48,1,143279.58,2,1,0,31580.8,1,0.6345886116029855,63.46,High Risk
5512,15714970,Holbrook,667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0,0.466265625854091,46.63,Medium Risk
5513,15653784,Solomina,627,France,Male,37,2,125190.86,1,0,1,84584.69,0,0.16681488275098044,16.68,Low Risk
5514,15693543,McDonald,708,France,Female,33,8,0.0,2,0,1,15246.83,0,0.11698633420088513,11.7,Low Risk
5515,15773283,Dennis,641,France,Male,65,6,38340.02,1,1,0,32607.77,1,0.8625649223053531,86.26,High Risk
5516,15742534,Faulk,527,Germany,Female,28,2,123802.98,2,1,1,155846.69,0,0.1583453180028433,15.83,Low Risk
5517,15569878,Dale,592,France,Male,37,3,96651.03,1,1,1,3232.82,0,0.21375471589208359,21.38,Low Risk
5518,15729454,Gorbunov,465,France,Male,33,8,0.0,2,1,0,177668.55,0,0.1767664739835392,17.68,Low Risk
5519,15578375,Farrell,628,France,Male,39,6,0.0,2,0,0,134441.6,0,0.07485115655833006,7.49,Low Risk
5520,15785559,De Luca,678,France,Male,43,1,133237.21,1,1,0,111032.79,1,0.664196045965751,66.42,High Risk
5521,15649414,Walker,570,France,Female,61,6,142105.35,1,1,1,45214.04,0,0.4758199787408843,47.58,Medium Risk
5522,15701605,Forster,815,France,Male,37,1,166115.42,1,1,0,67208.3,0,0.33327139082602986,33.33,Medium Risk
5523,15686696,Brown,817,France,Female,37,6,81070.34,2,1,0,80985.88,0,0.20342487988148553,20.34,Low Risk
5524,15625586,Monaldo,717,France,Male,35,4,0.0,1,1,1,167573.06,0,0.23561778860995997,23.56,Low Risk
5525,15654975,Wu,641,France,Female,53,0,123835.52,2,0,1,160110.65,0,0.57918052505973,57.92,Medium Risk
